Date,EUA,TTF,SPRD GER,SPRD FR,SPRD IR
2024-08-26,70.49,36.13,213.51,103.02,99.0
2024-08-27,71.49,36.21,231.07,120.35,78.75
2024-08-28,70.77,38.33,195.86,108.37,60.78
2024-08-29,71.06,38.77,244.02,85.05,124.21
2024-08-30,70.3,38.33,77.03,52.02,94.49
2024-08-31,70.34,39.57,149.09,114.26,52.65
2024-09-01,70.39,39.57,155.6,122.63,58.72
2024-09-02,70.43,39.68,174.21,55.75,53.94
2024-09-03,68.16,38.76,573.68,51.97,54.28
2024-09-04,67.0,37.46,230.87,49.15,46.56
2024-09-05,66.2,36.25,119.42,64.75,57.9
2024-09-06,66.5,36.0,124.01,82.63,44.9
2024-09-07,66.51,36.65,149.96,115.13,58.59
2024-09-08,66.51,36.65,128.11,87.66,54.23
2024-09-09,66.52,36.85,77.54,109.05,74.7
2024-09-10,64.92,36.65,93.07,83.41,109.0
2024-09-11,66.4,35.86,80.41,73.63,109.9
2024-09-12,65.45,35.4,221.78,92.13,148.0
2024-09-13,64.99,35.29,47.61,117.16,95.89
2024-09-14,64.4,35.73,127.04,101.28,106.01
2024-09-15,63.8,35.73,133.57,65.44,108.43
2024-09-16,63.21,35.83,61.72,110.26,98.76
2024-09-17,64.34,34.38,106.89,49.23,133.32
2024-09-18,63.7,35.0,130.01,120.01,90.88
2024-09-19,62.82,34.89,134.39,112.65,85.0
2024-09-20,63.39,33.99,145.73,110.11,86.0
2024-09-21,63.63,34.25,145.94,87.86,54.51
2024-09-22,63.86,34.25,157.26,110.21,67.36
2024-09-23,64.1,34.49,251.84,97.03,86.81
2024-09-24,63.87,35.68,62.54,109.28,76.95
2024-09-25,65.24,36.13,176.64,88.09,66.59
2024-09-26,66.52,37.26,76.92,61.68,55.66
2024-09-27,66.33,37.47,68.87,70.0,125.12
2024-09-28,66.07,37.97,96.92,104.97,65.88
2024-09-29,65.82,37.97,167.82,47.07,70.36
2024-09-30,65.56,38.0,88.02,39.73,99.4
2024-10-01,63.61,38.84,114.96,114.64,87.35
2024-10-02,62.6,38.06,60.77,63.93,92.56
2024-10-03,62.76,38.98,81.34,111.98,59.17
2024-10-04,62.05,38.89,75.53,88.14,71.27
2024-10-05,61.95,40.25,109.77,95.11,81.36
2024-10-06,61.86,40.25,42.89,73.36,57.1
2024-10-07,61.76,40.29,194.36,89.65,100.25
2024-10-08,60.29,39.73,92.2,79.9,91.95
2024-10-09,62.01,38.7,67.32,83.42,61.52
2024-10-10,65.0,37.98,103.38,113.27,200.96
2024-10-11,64.62,39.26,117.07,97.13,194.0
2024-10-12,65.07,39.71,66.53,41.3,93.58
2024-10-13,65.52,39.71,69.74,79.47,51.04
2024-10-14,65.97,39.85,195.58,101.02,192.19
2024-10-15,65.09,40.06,104.59,70.71,55.96
2024-10-16,63.03,39.18,86.34,81.87,245.0
2024-10-17,62.98,39.04,139.67,78.73,164.98
2024-10-18,62.28,39.17,101.08,96.08,77.5
2024-10-19,62.11,38.64,74.86,64.95,75.2
2024-10-20,61.93,38.64,62.71,49.42,85.45
2024-10-21,61.76,38.87,148.92,122.23,111.14
2024-10-22,62.25,39.7,86.93,106.41,121.41
2024-10-23,64.89,40.46,139.21,99.72,61.19
2024-10-24,66.63,41.35,90.98,85.61,105.57
2024-10-25,66.97,42.2,149.14,63.06,112.31
2024-10-26,66.78,42.76,87.6,50.98,55.02
2024-10-27,66.59,42.76,108.31,83.71,99.94
2024-10-28,66.4,43.05,53.87,85.4,92.5
2024-10-29,67.28,42.07,180.35,89.01,119.31
2024-10-30,65.47,42.77,91.35,75.43,152.39
2024-10-31,64.58,41.39,40.72,50.59,80.0
2024-11-01,63.87,39.42,90.38,79.84,140.72
2024-11-02,64.32,38.35,69.88,19.01,74.4
2024-11-03,64.77,38.35,75.28,92.11,109.59
2024-11-04,65.22,38.71,195.05,70.44,108.8
2024-11-05,64.3,39.81,410.39,98.08,218.92
2024-11-06,63.76,40.5,724.64,68.67,155.31
2024-11-07,66.04,39.82,275.35,61.49,50.7
2024-11-08,68.02,40.88,35.46,42.21,77.83
2024-11-09,67.87,42.19,41.4,28.46,89.03
2024-11-10,67.72,42.19,40.12,38.82,96.92
2024-11-11,67.57,42.29,37.56,32.73,145.52
2024-11-12,67.53,43.71,161.42,87.04,169.16
2024-11-13,66.31,43.85,119.98,54.11,111.95
2024-11-14,68.27,43.56,35.73,41.39,135.27
2024-11-15,68.01,45.7,54.15,56.8,115.99
2024-11-16,68.51,45.62,35.95,34.46,54.05
2024-11-17,69.01,45.62,55.98,61.14,87.7
2024-11-18,69.51,45.73,82.32,64.97,68.8
2024-11-19,68.13,46.64,65.84,102.74,87.0
2024-11-20,68.38,46.46,61.35,66.72,109.23
2024-11-21,69.99,46.47,68.69,50.94,46.71
2024-11-22,69.27,48.31,55.43,64.18,59.31
2024-11-23,69.47,47.66,33.35,60.76,99.81
2024-11-24,69.66,47.66,14.11,38.22,91.69
2024-11-25,69.86,47.65,78.87,84.44,132.4
2024-11-26,69.23,47.85,70.01,64.8,138.04
2024-11-27,68.47,46.89,80.1,93.11,211.67
2024-11-28,67.63,46.21,62.07,64.78,73.36
2024-11-29,68.4,46.49,78.55,54.61,87.0
2024-11-30,68.54,46.81,51.74,48.58,28.97
2024-12-01,68.69,46.81,38.45,48.99,43.16
2024-12-02,68.83,46.9,78.81,91.09,195.55
2024-12-03,68.49,48.42,74.38,62.74,149.5
2024-12-04,67.86,48.44,166.47,98.12,84.13
2024-12-05,67.34,47.13,40.27,51.42,48.49
2024-12-06,68.31,46.53,107.86,110.27,107.84
2024-12-07,67.66,45.9,56.99,54.04,143.72
2024-12-08,67.02,45.9,34.41,42.36,120.0
2024-12-09,66.37,46.04,95.41,117.55,154.25
2024-12-10,68.89,45.22,102.8,65.79,194.39
2024-12-11,69.36,45.15,270.95,137.35,339.0
2024-12-12,66.81,44.94,548.25,142.61,320.1
2024-12-13,65.11,43.48,138.05,138.05,24.08
2024-12-14,64.73,42.01,33.43,34.14,54.48
2024-12-15,64.35,42.01,25.03,34.47,60.41
2024-12-16,63.97,41.71,75.92,100.07,99.23
2024-12-17,62.96,39.39,94.98,77.61,12.48
2024-12-18,63.6,41.36,47.33,74.12,
2024-12-19,66.36,40.84,68.11,85.43,266.91
2024-12-20,66.85,42.4,93.41,104.76,87.9
2024-12-21,67.33,42.9,11.43,25.54,46.2
2024-12-22,67.81,42.9,44.28,66.48,74.7
2024-12-23,68.29,43.22,50.5,66.47,104.5
2024-12-24,68.08,44.65,42.95,42.95,60.1
2024-12-25,68.77,44.65,29.5,35.42,81.51
2024-12-26,69.46,44.65,34.15,34.15,52.88
2024-12-27,70.15,45.87,50.59,50.59,84.02
2024-12-28,70.29,47.45,43.03,39.33,127.8
2024-12-29,70.44,47.45,27.67,25.52,47.47
2024-12-30,70.58,47.69,29.47,45.04,118.31
2024-12-31,71.57,47.27,19.76,42.59,123.0
